Distance_m,ReceivedPower_dBm,PathLoss_dB,RMSDelaySpread_ns,KFactor_dB,TotalPower,MeanDelay,RMSDelay,Entropy,Frequency_GHz,TxHeight,RxHeight,LOS,Scenario
285.6,-89.8,119.8,16,-6,28,996.7135714,24.99013923,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-89.5,119.5,21.5,-4,28,996.7689286,24.98761641,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-88.3,118.3,20.9,-2.8,28,996.8267857,24.99070056,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-89.7,119.7,17.4,-6,28,996.8792857,24.98563858,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-88.5,118.5,19.8,-4.8,28,996.9382143,24.99143683,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-88.6,118.6,15.7,-2.8,28,996.9832143,24.97882318,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-88.5,118.5,16.4,-3.7,28,997.0475,24.98421325,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-88.1,118.1,22.7,-5.8,89,1298.574157,245.5520389,4.48863637,73,800,30,1,UMi_LOS_73
285.6,-88.9,118.9,20.2,-5.6,28,997.1053571,24.98986244,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-89.4,119.4,26.1,-3.6,28,997.1585714,24.97868988,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-89.8,119.8,18.3,-5.7,28,997.2142857,24.98584591,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-90.1,120.1,16.2,-3,28,997.2692857,24.98267827,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-89.3,119.3,20.3,-6.6,28,997.3296429,24.9837322,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-89.1,119.1,19.9,-0.2,28,997.3932143,24.98945393,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-89.2,119.2,17.2,-3.2,28,997.4382143,24.97911614,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-88.9,118.9,15.7,-0.3,28,997.4982143,24.98400818,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-90,120,17.4,-4.8,28,997.5507143,24.97537915,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-89.1,119.1,19.8,-2.9,28,997.6067857,24.97720419,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-87.8,117.8,17.5,-2.6,89,1298.576292,245.5560307,4.48863637,73,800,30,1,UMi_LOS_73
285.6,-89.3,119.3,22.4,-5.6,28,997.6707143,24.9804096,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-89.1,119.1,15,0.1,28,997.7167857,24.97020182,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-88.2,118.2,16.4,-5.7,28,997.7839286,24.98175339,3.33220451,73,800,30,1,UMi_LOS_73
285.6,-88,118,16.6,-7.3,28,997.8403571,24.9792609,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.2,118.2,17.4,-3.2,28,997.8932143,24.97309453,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89,119,22.4,-4.1,28,997.9578571,24.97521205,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.9,118.9,16,-3.4,28,998.0110714,24.97663842,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.6,118.6,14.7,0.4,28,998.075,24.97982393,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.6,118.6,16.6,-1.6,28,998.1357143,24.98427883,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89.2,119.2,18.8,-0.2,28,998.1857143,24.97885541,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89.4,119.4,19.5,-3.5,89,1298.573146,245.555688,4.48863637,73,800,30,1,UMi_LOS_73
285.5,-89.5,119.5,21.2,-1.7,28,998.2457143,24.97887199,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89.2,119.2,17.8,-2,28,998.3110714,24.98400107,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-87.7,117.7,13,-2,28,998.3714286,24.98293571,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89.1,119.1,16.7,-1.8,28,998.4178571,24.97365174,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89,119,18,-5.7,28,998.4796429,24.97722784,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.5,118.5,28.4,-3.6,28,998.5442857,24.97930979,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.8,118.8,19.4,-7,28,998.5971429,24.97830171,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89,119,18.6,-5.5,28,998.6678571,24.98778821,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89,119,15.6,-4.3,28,998.7189286,24.98119612,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89.1,119.1,14.2,7.3,28,998.7857143,24.98345416,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89.2,119.2,14.7,-1.3,89,1298.57427,245.5567703,4.48863637,73,800,30,1,UMi_LOS_73
285.5,-89.2,119.2,23,-5.6,28,998.8446429,24.98782153,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.7,118.7,18,-6.6,28,998.9010714,24.9821005,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.8,118.8,16,-0.9,28,998.9603571,24.97890989,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89.5,119.5,18.3,-3.6,28,999.0192857,24.98407163,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89,119,21,-6.4,28,999.0792857,24.98181152,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.9,118.9,20.8,-5.4,28,999.1457143,24.98552973,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.9,118.9,15,-1.5,28,999.2089286,24.99399733,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89,119,16.8,-4.1,28,999.2685714,24.98798707,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.9,118.9,18.6,-6.3,28,999.3246429,24.98903195,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89.1,119.1,16.5,-0.9,28,999.3882143,24.99425406,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89,119,18.4,-4.7,89,1298.577753,245.5563936,4.48863637,73,800,30,1,UMi_LOS_73
285.5,-88.8,118.8,17.8,-2.3,28,999.4446429,24.98599743,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.9,118.9,18,-4.8,28,999.5157143,24.99560896,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89,119,23.5,-3.7,28,999.5646429,24.98872367,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.9,118.9,15.9,-4.5,28,999.635,24.99603647,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.9,118.9,20.6,-1.1,28,999.6928571,24.99182693,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89,119,17.9,-6,28,999.7567857,24.98927885,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.9,118.9,23.2,-3,28,999.8167857,24.99384696,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.9,118.9,21,-5.8,28,999.8810714,24.99907789,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.9,118.9,17.5,-6.8,28,999.9414286,24.99445463,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.9,118.9,18.9,-5.3,28,1000.005714,25.00018192,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.9,118.9,16.7,-5.3,89,1298.578876,245.5579126,4.48863637,73,800,30,1,UMi_LOS_73
285.5,-88.5,118.5,13.2,-3.4,28,1000.068929,25.00107117,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.4,118.4,18.3,-7.8,28,1000.123571,24.99390829,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.3,118.3,12.5,4,28,1000.198214,25.00728595,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.3,118.3,16.8,-4.6,28,1000.255,25.00300089,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89,119,13.6,-1.7,28,1000.3125,24.99992737,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-89.5,119.5,13.4,1,28,1000.380357,25.00280763,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.4,118.4,16.2,-6.1,28,1000.449286,25.01200582,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.3,118.3,25.3,-3.7,28,1000.502857,25.00226359,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.5,118.5,13.4,0.3,28,1000.575357,25.01272911,3.33220451,73,800,30,1,UMi_LOS_73
285.5,-88.3,118.3,13.8,-2.4,28,1000.632143,25.01264885,3.33220451,73,800,30,1,UMi_LOS_73
285.4,-88.6,118.6,13,-6.3,89,1298.561011,245.5502822,4.48863637,73,800,30,1,UMi_LOS_73
285.4,-88.1,118.1,16.9,-4.6,89,1298.58,245.5573891,4.48863637,73,800,30,1,UMi_LOS_73
285.4,-88.6,118.6,17.1,-4.4,41,1031.986341,50.64406694,3.713572067,73,800,30,1,UMi_LOS_73
285.4,-89.3,119.3,17.4,-7.2,17,1066.26,60.30788291,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-89.4,119.4,14.1,-0.2,17,1066.295294,60.31392319,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-89.3,119.3,16.4,-6.4,17,1066.324706,60.31536855,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-88.9,118.9,16.2,-3.2,17,1066.347647,60.31533261,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-87.8,117.8,17.8,-1.1,17,1066.382353,60.32624944,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-90.2,120.2,16.7,-2.8,17,1066.405882,60.32522095,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-88.8,118.8,14.4,-4.6,17,1066.446471,60.33765091,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-88.6,118.6,14.4,-3.7,17,1066.481765,60.34134757,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-88.6,118.6,15.3,-6,17,1066.51,60.34699915,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-88.4,118.4,17.2,-6.7,89,1298.583483,245.5583053,4.48863637,73,800,30,1,UMi_LOS_73
285.4,-88,118,13.8,-1.9,17,1066.534706,60.34395629,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-87.4,117.4,16.5,-7.7,17,1066.562941,60.34969748,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-89.3,119.3,16.7,-4.7,17,1066.598824,60.35758882,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-88.2,118.2,15,-1.8,17,1066.621765,60.35927291,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-89.2,119.2,14.3,-2.2,17,1066.656471,60.36587748,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-90.1,120.1,18.5,-6,17,1066.674706,60.36037502,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-89,119,19.1,-7.7,17,1066.720588,60.3752857,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-88.2,118.2,18.2,-7.7,17,1066.750588,60.3780049,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-90.2,120.2,17.3,-4.9,17,1066.778824,60.3817862,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-87.9,117.9,13.8,-5.9,17,1066.821176,60.39185676,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-87.5,117.5,12.9,-0.6,89,1298.583596,245.5579231,4.48863637,73,800,30,1,UMi_LOS_73
285.4,-87.5,117.5,13.1,-2.1,17,1066.849412,60.39609858,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-91.2,121.2,20,-3.7,17,1066.879412,60.39853519,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-88.6,118.6,13.3,-2.6,17,1066.908824,60.4025608,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-87.9,117.9,15.5,-6.9,17,1066.938235,60.40691724,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-87.6,117.6,18.9,-6.8,17,1066.967059,60.41203939,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-90.1,120.1,16.1,-5.8,17,1066.996471,60.41490856,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-86.1,116.1,14,-2.4,17,1067.026471,60.41782732,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-89.8,119.8,12,0.5,17,1067.060588,60.42624026,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-89.4,119.4,16,-6.3,17,1067.091176,60.42838872,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-88.8,118.8,21.2,-0.5,17,1067.125294,60.4373745,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-89.9,119.9,11.2,2.1,89,1298.583596,245.5571879,4.48863637,73,800,30,1,UMi_LOS_73
285.4,-89.7,119.7,13.9,-0.5,17,1067.161765,60.44370266,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-87.1,117.1,20.4,-4.3,17,1067.178824,60.44070102,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-89,119,14.1,-5.8,17,1067.214706,60.44816779,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-91.3,121.3,15.6,-3.9,17,1067.255294,60.4583858,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-90.1,120.1,11.5,-2.5,17,1067.279412,60.45807643,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-88.7,118.7,16,-5.8,17,1067.308235,60.46195588,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-87.7,117.7,17.3,-5.8,17,1067.332941,60.46265204,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-89.8,119.8,14.9,-5.6,17,1067.378824,60.47951709,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-90.2,120.2,14.8,-3.2,17,1067.415294,60.48167006,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-86.9,116.9,10.2,4.1,17,1067.45,60.49065373,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-90.4,120.4,15.4,-5.3,89,1298.584719,245.5596258,4.48863637,73,800,30,1,UMi_LOS_73
285.4,-87.2,117.2,15.1,-3.5,17,1067.474118,60.48931146,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-86.3,116.3,16.8,-6.1,17,1067.508824,60.49895846,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-89.7,119.7,15.8,-1.4,17,1067.539412,60.5014395,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-89.9,119.9,16.1,-4.1,17,1067.574706,60.50948561,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-90.4,120.4,14.2,-3.9,17,1067.598235,60.50838894,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-89.6,119.6,17.9,-6.4,17,1067.628235,60.51295119,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-87.7,117.7,17.1,-5.3,17,1067.662941,60.52242081,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-88.7,118.7,16,0.9,17,1067.698824,60.5283149,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-86.2,116.2,16.2,-4,17,1067.728824,60.53147415,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-86.5,116.5,15.7,0.2,17,1067.764118,60.53877718,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-87.6,117.6,17.4,-5.5,89,1298.583371,245.5612334,4.48863637,73,800,30,1,UMi_LOS_73
285.4,-88.5,118.5,15.9,-0.4,17,1067.799412,60.54516812,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-90.3,120.3,18.5,-7.1,17,1067.835294,60.55086167,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-87.1,117.1,16.3,1.4,17,1067.877059,60.56267107,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-88.9,118.9,17.4,-3.9,17,1067.900588,60.56225795,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-89.6,119.6,16.5,-2.6,17,1067.93,60.56659291,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-93,123,15.4,-5.8,17,1067.948235,60.56362287,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-87,117,17.7,-5.4,17,1068.007647,60.58476644,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-88.5,118.5,18.4,-4.6,17,1068.037059,60.58840811,2.833213344,73,800,30,1,UMi_LOS_73
285.4,-88.4,118.4,12.7,-2.5,17,1068.066471,60.59283921,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-89.6,119.6,18.2,-3.2,17,1068.096471,60.59593667,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-89.5,119.5,17.8,-6.7,89,1298.582472,245.5607339,4.48863637,73,800,30,1,UMi_LOS_73
285.5,-87.4,117.4,13.1,-3,17,1068.138235,60.60776171,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-92.3,122.3,18.4,-4.7,17,1068.162353,60.6069616,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-87.1,117.1,15.3,-2.6,17,1068.203529,60.61873773,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-90.2,120.2,9.1,1.2,17,1068.227647,60.61836836,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-87,117,15.8,-1.5,17,1068.268824,60.63142302,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-90.8,120.8,12.6,0.4,17,1068.293529,60.63149744,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-90.6,120.6,13.9,-3.9,17,1068.317059,60.63083886,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-89.2,119.2,19.2,-4.4,17,1068.365294,60.64353301,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-87.2,117.2,15.7,-3.7,17,1068.406471,60.65549012,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-86,116,14.8,-2.9,17,1068.442941,60.66152437,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-92.2,122.2,20.2,-4.3,89,1298.589213,245.56285,4.48863637,73,800,30,1,UMi_LOS_73
285.5,-86.6,116.6,10.7,0.9,17,1068.466471,60.66196317,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-88.4,118.4,19.2,-2.4,17,1068.502353,60.66968218,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-89.1,119.1,10.8,0.5,17,1068.532353,60.67588197,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-89.4,119.4,13.4,-5.2,17,1068.568235,60.68177663,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-93.8,123.8,11.2,3.2,17,1068.598235,60.68521947,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-91.1,121.1,14.1,-4.5,17,1068.645882,60.69825776,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-87.3,117.3,15.7,-3.7,17,1068.664118,60.6944749,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-85.8,115.8,16.3,-6.4,17,1068.706471,60.70875825,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-86.1,116.1,14.2,-5.7,17,1068.741765,60.71494886,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-88.1,118.1,18.2,-1,17,1068.772353,60.71777747,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-91.1,121.1,13.8,3.3,89,1298.589213,245.5613873,4.48863637,73,800,30,1,UMi_LOS_73
285.5,-89.8,119.8,23.3,1.8,17,1068.813529,60.73111045,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-87.4,117.4,16.5,-4.7,17,1068.832353,60.7278176,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-89,119,16.8,-1.1,17,1068.868824,60.73452559,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-89.4,119.4,25.5,-2.3,17,1068.915882,60.74812281,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-88.7,118.7,10.2,-4,17,1068.951765,60.75530548,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-88.1,118.1,11.2,-0.9,17,1068.993529,60.76480395,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-92.7,122.7,8.6,1.8,17,1069.023529,60.76852987,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-90,120,17.9,-3.1,17,1069.060588,60.7751637,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-88.9,118.9,22.8,2.8,17,1069.095882,60.7846758,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-89.3,119.3,16.4,1,17,1069.144706,60.79635197,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-88.4,118.4,11.6,-1.1,89,1298.589213,245.562655,4.48863637,73,800,30,1,UMi_LOS_73
285.5,-92.6,122.6,18.1,-1.7,17,1069.151176,60.78794287,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-87.4,117.4,20.4,-3.3,17,1069.181765,60.79119221,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-87.8,117.8,27.9,-2.3,17,1069.235294,60.81051004,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-87.1,117.1,22.7,-2.5,17,1069.265294,60.8147814,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-89.7,119.7,7.5,-1,17,1069.301176,60.82048773,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-88.3,118.3,15.7,-1.7,17,1069.338235,60.8268392,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-88.1,118.1,10.7,2.7,17,1069.367647,60.83321766,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-86,116,17.6,-4.7,17,1069.404118,60.84106557,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-88.7,118.7,16.5,-1.3,17,1069.452353,60.85456071,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-88.8,118.8,13.9,-0.4,17,1069.482353,60.85940959,2.833213344,73,800,30,1,UMi_LOS_73
285.5,-88.5,118.5,13.8,6,89,1298.562247,245.5499082,4.48863637,73,800,30,1,UMi_LOS_73
285.5,-90.5,120.5,34.2,-2.5,89,1298.595955,245.5609873,4.48863637,73,800,30,1,UMi_LOS_73
285.5,-89.5,119.5,26.3,0.4,4,961.6325,4.664115002,1.386294361,73,800,30,1,UMi_LOS_73
285.5,-88.3,118.3,16,1.8,19,989.5989474,21.69983262,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-89.6,119.6,16.8,4.7,19,989.5984211,21.70648297,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-90.5,120.5,12.3,-3.3,19,989.59,21.71178288,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-89.3,119.3,16.1,-3.6,19,989.5942105,21.73203585,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-88.6,118.6,12.5,-2.9,19,989.5873684,21.73785102,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-89.5,119.5,27.2,2.4,19,989.5863158,21.74658623,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-87.2,117.2,35.5,-3,19,989.5905263,21.76514149,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-89.1,119.1,28.4,-0.2,19,989.5884211,21.77833309,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-90.8,120.8,13,-2.6,19,989.5868421,21.78824093,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-89.6,119.6,20.1,-1,89,1298.593708,245.5587764,4.48863637,73,800,30,1,UMi_LOS_73
285.6,-87.5,117.5,19.9,1.2,19,989.5905263,21.80397223,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-87.8,117.8,28.5,-4.4,19,989.5894737,21.81726078,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-89.9,119.9,12.1,-3.6,19,989.5936842,21.83353582,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-92.3,122.3,15.6,-1.6,19,989.5878947,21.83766967,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-90.6,120.6,11.1,-1,19,989.5852632,21.85268293,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-88.4,118.4,9.7,0.7,19,989.5847368,21.86166107,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-89.5,119.5,20.3,-3.1,19,989.5789474,21.8663252,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-91.7,121.7,8,3.2,19,989.5868421,21.89161028,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-87.3,117.3,15.8,-0.4,19,989.5810526,21.896308,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-87.1,117.1,15.7,0.2,19,989.5857895,21.90978712,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-87.1,117.1,21.7,-3.3,89,1298.594944,245.5616221,4.48863637,73,800,30,1,UMi_LOS_73
285.6,-88.2,118.2,31.3,-1,19,989.5836842,21.92459835,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-88.9,118.9,15.5,-2.7,19,989.5815789,21.9379338,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-90.9,120.9,14.1,-1.5,19,989.5863158,21.95443276,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-88.4,118.4,13.6,-3.6,19,989.5805263,21.96287836,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-89.1,119.1,10.2,7.9,19,989.5731579,21.96933845,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-90.2,120.2,6.7,1.1,19,989.5842105,21.98471223,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-86.9,116.9,12.7,-1.3,19,989.5878947,22.00631383,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-90,120,15.2,-1.4,19,989.5810526,22.01223844,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-91,121,15.3,0.4,19,989.58,22.02178013,2.944438979,73,800,30,1,UMi_LOS_73
285.6,-88.3,118.3,38.4,-1.2,19,989.5736842,22.02693548,2.944438979,73,800,30,1,UMi_LOS_73
285.7,-89.9,119.9,14,0.3,89,1298.596067,245.5621703,4.48863637,73,800,30,1,UMi_LOS_73
285.7,-92.4,122.4,11.5,0.3,19,989.5768421,22.04894103,2.944438979,73,800,30,1,UMi_LOS_73
285.7,-88.9,118.9,12.5,-3.2,19,989.5810526,22.06340884,2.944438979,73,800,30,1,UMi_LOS_73
285.7,-89.9,119.9,11.8,3.6,19,989.5763158,22.06819006,2.944438979,73,800,30,1,UMi_LOS_73
285.7,-85.7,115.7,29.7,-1.7,19,989.5810526,22.08637134,2.944438979,73,800,30,1,UMi_LOS_73
285.7,-88.6,118.6,27.5,-1.7,19,989.58,22.09598844,2.944438979,73,800,30,1,UMi_LOS_73
285.7,-88.1,118.1,12.2,-0.6,19,989.5789474,22.10855559,2.944438979,73,800,30,1,UMi_LOS_73
285.7,-88.7,118.7,14.4,2.5,19,989.5763158,22.12418187,2.944438979,73,800,30,1,UMi_LOS_73
285.7,-91.9,121.9,22.4,1.2,19,989.5757895,22.13317689,2.944438979,73,800,30,1,UMi_LOS_73
285.7,-86.3,116.3,17.6,6.4,19,989.5747368,22.14361863,2.944438979,73,800,30,1,UMi_LOS_73
285.7,-88.1,118.1,13.7,10.2,19,989.5736842,22.15807022,2.944438979,73,800,30,1,UMi_LOS_73
285.7,-89.8,119.8,12.6,-2.1,89,1298.595169,245.5580714,4.48863637,73,800,30,1,UMi_LOS_73
285.7,-90.5,120.5,14.7,0.7,19,989.5731579,22.17049131,2.944438979,73,800,30,1,UMi_LOS_73
285.7,-89.1,119.1,20.6,3.5,19,989.5773684,22.18267196,2.944438979,73,800,30,1,UMi_LOS_73
285.7,-87.8,117.8,12,-2.9,19,989.5710526,22.1884543,2.944438979,73,800,30,1,UMi_LOS_73
285.7,-91,121,22.4,-1.2,19,989.5652632,22.1974658,2.944438979,73,800,30,1,UMi_LOS_73
285.7,-86.6,116.6,9.7,-1.8,19,989.58,22.22654956,2.944438979,73,800,30,1,UMi_LOS_73
285.7,-89.3,119.3,11.6,8.1,19,989.5747368,22.23145859,2.944438979,73,800,30,1,UMi_LOS_73
